date,type,value
19/09/18,open,111700.0000000
19/09/18,high,111740.0000000
19/09/18,low,111680.0000000
19/09/18,close,111690.0000000
19/09/18,open,111680.0000000
19/09/18,high,111750.0000000
19/09/18,low,111680.0000000
19/09/18,close,111730.0000000
19/09/18,open,111730.0000000
19/09/18,high,111760.0000000
19/09/18,low,111700.0000000
19/09/18,close,111700.0000000
19/09/18,open,111690.0000000
19/09/18,high,111730.0000000
19/09/18,low,111660.0000000
19/09/18,close,111690.0000000
19/09/18,open,111670.0000000
19/09/18,high,111740.0000000
19/09/18,low,111670.0000000
19/09/18,close,111720.0000000
19/09/18,open,111700.0000000
19/09/18,high,111760.0000000
19/09/18,low,111690.0000000
19/09/18,close,111760.0000000
19/09/18,open,111750.0000000
19/09/18,high,111830.0000000
19/09/18,low,111700.0000000
19/09/18,close,111810.0000000
19/09/18,open,111820.0000000
19/09/18,high,111820.0000000
19/09/18,low,111790.0000000
19/09/18,close,111800.0000000
19/09/18,open,111800.0000000
19/09/18,high,111810.0000000
19/09/18,low,111720.0000000
19/09/18,close,111750.0000000
19/09/18,open,111760.0000000
19/09/18,high,111770.0000000
19/09/18,low,111710.0000000
19/09/18,close,111710.0000000
19/09/18,open,111720.0000000
19/09/18,high,111780.0000000
19/09/18,low,111700.0000000
19/09/18,close,111710.0000000
19/09/18,open,111720.0000000
19/09/18,high,111750.0000000
19/09/18,low,111710.0000000
19/09/18,close,111720.0000000
19/09/18,open,111730.0000000
19/09/18,high,111750.0000000
19/09/18,low,111690.0000000
19/09/18,close,111720.0000000
19/09/18,open,111720.0000000
19/09/18,high,111730.0000000
19/09/18,low,111670.0000000
19/09/18,close,111710.0000000
19/09/18,open,111720.0000000
19/09/18,high,111720.0000000
19/09/18,low,111600.0000000
19/09/18,close,111640.0000000
19/09/18,open,111650.0000000
19/09/18,high,111670.0000000
19/09/18,low,111580.0000000
19/09/18,close,111620.0000000
19/09/18,open,111620.0000000
19/09/18,high,111630.0000000
19/09/18,low,111510.0000000
19/09/18,close,111530.0000000
19/09/18,open,111550.0000000
19/09/18,high,111560.0000000
19/09/18,low,111390.0000000
19/09/18,close,111500.0000000
19/09/18,open,111500.0000000
19/09/18,high,111540.0000000
19/09/18,low,111480.0000000
19/09/18,close,111500.0000000
19/09/18,open,111520.0000000
19/09/18,high,111540.0000000
19/09/18,low,111480.0000000
19/09/18,close,111520.0000000
19/09/18,open,111510.0000000
19/09/18,high,111520.0000000
19/09/18,low,111480.0000000
19/09/18,close,111480.0000000
19/09/18,open,111480.0000000
19/09/18,high,111520.0000000
19/09/18,low,111470.0000000
19/09/18,close,111490.0000000
19/09/18,open,111490.0000000
19/09/18,high,111510.0000000
19/09/18,low,111480.0000000
19/09/18,close,111490.0000000
19/09/18,open,111490.0000000
19/09/18,high,111530.0000000
19/09/18,low,111470.0000000
19/09/18,close,111480.0000000
19/09/18,open,111500.0000000
19/09/18,high,111570.0000000
19/09/18,low,111500.0000000
19/09/18,close,111550.0000000
19/09/18,open,111540.0000000
19/09/18,high,111580.0000000
19/09/18,low,111540.0000000
19/09/18,close,111570.0000000
19/09/18,open,111570.0000000
19/09/18,high,111610.0000000
19/09/18,low,111570.0000000
19/09/18,close,111580.0000000
19/09/18,open,111580.0000000
19/09/18,high,111590.0000000
19/09/18,low,111570.0000000
19/09/18,close,111570.0000000
19/09/18,open,111580.0000000
19/09/18,high,111580.0000000
19/09/18,low,111550.0000000
19/09/18,close,111550.0000000
19/09/18,open,111540.0000000
19/09/18,high,111540.0000000
19/09/18,low,111510.0000000
19/09/18,close,111510.0000000
19/09/18,open,111510.0000000
19/09/18,high,111540.0000000
19/09/18,low,111510.0000000
19/09/18,close,111530.0000000
19/09/18,open,111530.0000000
19/09/18,high,111570.0000000
19/09/18,low,111520.0000000
19/09/18,close,111550.0000000
19/09/18,open,111560.0000000
19/09/18,high,111590.0000000
19/09/18,low,111550.0000000
19/09/18,close,111570.0000000
19/09/18,open,111580.0000000
19/09/18,high,111630.0000000
19/09/18,low,111550.0000000
19/09/18,close,111600.0000000
19/09/18,open,111610.0000000
19/09/18,high,111680.0000000
19/09/18,low,111600.0000000
19/09/18,close,111650.0000000
19/09/18,open,111650.0000000
19/09/18,high,111690.0000000
19/09/18,low,111650.0000000
19/09/18,close,111680.0000000
19/09/18,open,111690.0000000
19/09/18,high,111690.0000000
19/09/18,low,111650.0000000
19/09/18,close,111650.0000000
19/09/18,open,111640.0000000
19/09/18,high,111710.0000000
19/09/18,low,111640.0000000
19/09/18,close,111700.0000000
19/09/18,open,111710.0000000
19/09/18,high,111720.0000000
19/09/18,low,111660.0000000
19/09/18,close,111680.0000000
19/09/18,open,111680.0000000
19/09/18,high,111680.0000000
19/09/18,low,111640.0000000
19/09/18,close,111640.0000000
19/09/18,open,111660.0000000
19/09/18,high,111700.0000000
19/09/18,low,111630.0000000
19/09/18,close,111680.0000000
19/09/18,open,111690.0000000
19/09/18,high,111690.0000000
19/09/18,low,111650.0000000
19/09/18,close,111650.0000000
19/09/18,open,111650.0000000
19/09/18,high,111680.0000000
19/09/18,low,111650.0000000
19/09/18,close,111670.0000000
19/09/18,open,111680.0000000
19/09/18,high,111690.0000000
19/09/18,low,111670.0000000
19/09/18,close,111690.0000000
19/09/18,open,111680.0000000
19/09/18,high,111690.0000000
19/09/18,low,111630.0000000
19/09/18,close,111640.0000000
19/09/18,open,111630.0000000
19/09/18,high,111640.0000000
19/09/18,low,111600.0000000
19/09/18,close,111610.0000000
19/09/18,open,111610.0000000
19/09/18,high,111750.0000000
19/09/18,low,111600.0000000
19/09/18,close,111740.0000000
19/09/18,open,111760.0000000
19/09/18,high,111760.0000000
19/09/18,low,111690.0000000
19/09/18,close,111690.0000000
19/09/18,open,111680.0000000
19/09/18,high,111700.0000000
19/09/18,low,111670.0000000
19/09/18,close,111680.0000000
19/09/18,open,111680.0000000
19/09/18,high,111690.0000000
19/09/18,low,111630.0000000
19/09/18,close,111630.0000000
19/09/18,open,111630.0000000
19/09/18,high,111720.0000000
19/09/18,low,111630.0000000
19/09/18,close,111690.0000000
19/09/18,open,111690.0000000
19/09/18,high,111720.0000000
19/09/18,low,111620.0000000
19/09/18,close,111640.0000000
19/09/18,open,111620.0000000
19/09/18,high,111620.0000000
19/09/18,low,111540.0000000
19/09/18,close,111540.0000000
19/09/18,open,111550.0000000
19/09/18,high,111550.0000000
19/09/18,low,111470.0000000
19/09/18,close,111510.0000000
19/09/18,open,111510.0000000
19/09/18,high,111540.0000000
19/09/18,low,111500.0000000
19/09/18,close,111530.0000000
19/09/18,open,111530.0000000
19/09/18,high,111550.0000000
19/09/18,low,111520.0000000
19/09/18,close,111550.0000000
19/09/18,open,111550.0000000
19/09/18,high,111560.0000000
19/09/18,low,111510.0000000
19/09/18,close,111510.0000000
19/09/18,open,111510.0000000
19/09/18,high,111570.0000000
19/09/18,low,111510.0000000
19/09/18,close,111570.0000000
19/09/18,open,111570.0000000
19/09/18,high,111620.0000000
19/09/18,low,111560.0000000
19/09/18,close,111620.0000000
19/09/18,open,111600.0000000
19/09/18,high,111610.0000000
19/09/18,low,111540.0000000
19/09/18,close,111580.0000000
19/09/18,open,111580.0000000
19/09/18,high,111600.0000000
19/09/18,low,111580.0000000
19/09/18,close,111580.0000000
19/09/18,open,111600.0000000
19/09/18,high,111730.0000000
19/09/18,low,111580.0000000
19/09/18,close,111680.0000000
19/09/18,open,111680.0000000
19/09/18,high,111680.0000000
19/09/18,low,111610.0000000
19/09/18,close,111620.0000000
19/09/18,open,111620.0000000
19/09/18,high,111620.0000000
19/09/18,low,111600.0000000
19/09/18,close,111600.0000000
19/09/18,open,111610.0000000
19/09/18,high,111640.0000000
19/09/18,low,111580.0000000
19/09/18,close,111640.0000000
19/09/18,open,111640.0000000
19/09/18,high,111670.0000000
19/09/18,low,111620.0000000
19/09/18,close,111640.0000000
19/09/18,open,111640.0000000
19/09/18,high,111690.0000000
19/09/18,low,111630.0000000
19/09/18,close,111640.0000000
19/09/18,open,111650.0000000
19/09/18,high,111650.0000000
19/09/18,low,111620.0000000
19/09/18,close,111640.0000000
19/09/18,open,111620.0000000
19/09/18,high,111640.0000000
19/09/18,low,111620.0000000
19/09/18,close,111640.0000000
19/09/18,open,111630.0000000
19/09/18,high,111640.0000000
19/09/18,low,111610.0000000
19/09/18,close,111630.0000000
19/09/18,open,111630.0000000
19/09/18,high,111640.0000000
19/09/18,low,111580.0000000
19/09/18,close,111580.0000000
19/09/18,open,111570.0000000
19/09/18,high,111580.0000000
19/09/18,low,111550.0000000
19/09/18,close,111550.0000000
19/09/18,open,111540.0000000
19/09/18,high,111550.0000000
19/09/18,low,111520.0000000
19/09/18,close,111520.0000000
19/09/18,open,111530.0000000
19/09/18,high,111560.0000000
19/09/18,low,111520.0000000
19/09/18,close,111560.0000000
19/09/18,open,111550.0000000
19/09/18,high,111550.0000000
19/09/18,low,111490.0000000
19/09/18,close,111500.0000000
19/09/18,open,111510.0000000
19/09/18,high,111540.0000000
19/09/18,low,111500.0000000
19/09/18,close,111540.0000000
19/09/18,open,111530.0000000
19/09/18,high,111570.0000000
19/09/18,low,111520.0000000
19/09/18,close,111520.0000000
19/09/18,open,111520.0000000
19/09/18,high,111540.0000000
19/09/18,low,111510.0000000
19/09/18,close,111520.0000000
19/09/18,open,111520.0000000
19/09/18,high,111530.0000000
19/09/18,low,111510.0000000
19/09/18,close,111530.0000000
19/09/18,open,111530.0000000
19/09/18,high,111570.0000000
19/09/18,low,111530.0000000
19/09/18,close,111560.0000000
19/09/18,open,111540.0000000
19/09/18,high,111560.0000000
19/09/18,low,111520.0000000
19/09/18,close,111550.0000000
19/09/18,open,111550.0000000
19/09/18,high,111550.0000000
19/09/18,low,111480.0000000
19/09/18,close,111490.0000000
19/09/18,open,111490.0000000
19/09/18,high,111600.0000000
19/09/18,low,111490.0000000
19/09/18,close,111600.0000000
19/09/18,open,111600.0000000
19/09/18,high,111640.0000000
19/09/18,low,111600.0000000
19/09/18,close,111640.0000000
19/09/18,open,111640.0000000
19/09/18,high,111640.0000000
19/09/18,low,111620.0000000
19/09/18,close,111640.0000000
19/09/18,open,111630.0000000
19/09/18,high,111640.0000000
19/09/18,low,111580.0000000
19/09/18,close,111620.0000000
19/09/18,open,111620.0000000
19/09/18,high,111640.0000000
19/09/18,low,111580.0000000
19/09/18,close,111640.0000000
19/09/18,open,111640.0000000
19/09/18,high,111650.0000000
19/09/18,low,111620.0000000
19/09/18,close,111640.0000000
19/09/18,open,111640.0000000
19/09/18,high,111640.0000000
19/09/18,low,111600.0000000
19/09/18,close,111610.0000000
19/09/18,open,111590.0000000
19/09/18,high,111640.0000000
19/09/18,low,111590.0000000
19/09/18,close,111640.0000000
19/09/18,open,111640.0000000
19/09/18,high,111670.0000000
19/09/18,low,111630.0000000
19/09/18,close,111670.0000000
19/09/18,open,111670.0000000
19/09/18,high,111690.0000000
19/09/18,low,111590.0000000
19/09/18,close,111590.0000000
19/09/18,open,111590.0000000
19/09/18,high,111610.0000000
19/09/18,low,111590.0000000
19/09/18,close,111590.0000000
19/09/18,open,111590.0000000
19/09/18,high,111650.0000000
19/09/18,low,111590.0000000
19/09/18,close,111630.0000000
19/09/18,open,111630.0000000
19/09/18,high,111640.0000000
19/09/18,low,111610.0000000
19/09/18,close,111620.0000000
19/09/18,open,111620.0000000
19/09/18,high,111640.0000000
19/09/18,low,111600.0000000
19/09/18,close,111610.0000000
19/09/18,open,111610.0000000
19/09/18,high,111620.0000000
19/09/18,low,111590.0000000
19/09/18,close,111600.0000000
19/09/18,open,111600.0000000
19/09/18,high,111630.0000000
19/09/18,low,111570.0000000
19/09/18,close,111590.0000000
19/09/18,open,111600.0000000
19/09/18,high,111640.0000000
19/09/18,low,111570.0000000
19/09/18,close,111640.0000000
19/09/18,open,111640.0000000
19/09/18,high,111690.0000000
19/09/18,low,111600.0000000
19/09/18,close,111600.0000000
19/09/18,open,111580.0000000
19/09/18,high,111650.0000000
19/09/18,low,111580.0000000
19/09/18,close,111580.0000000
19/09/18,open,111590.0000000
19/09/18,high,111720.0000000
19/09/18,low,111590.0000000
19/09/18,close,111680.0000000
19/09/18,open,111680.0000000
19/09/18,high,111690.0000000
19/09/18,low,111620.0000000
19/09/18,close,111640.0000000
19/09/18,open,111640.0000000
19/09/18,high,111640.0000000
19/09/18,low,111590.0000000
19/09/18,close,111610.0000000
19/09/18,open,111610.0000000
19/09/18,high,111620.0000000
19/09/18,low,111590.0000000
19/09/18,close,111620.0000000
19/09/18,open,111620.0000000
19/09/18,high,111650.0000000
19/09/18,low,111590.0000000
19/09/18,close,111610.0000000
19/09/18,open,111600.0000000
19/09/18,high,111610.0000000
19/09/18,low,111580.0000000
19/09/18,close,111590.0000000
19/09/18,open,111580.0000000
19/09/18,high,111620.0000000
19/09/18,low,111580.0000000
19/09/18,close,111620.0000000
19/09/18,open,111620.0000000
19/09/18,high,111630.0000000
19/09/18,low,111600.0000000
19/09/18,close,111600.0000000
19/09/18,open,111600.0000000
19/09/18,high,111600.0000000
19/09/18,low,111580.0000000
19/09/18,close,111580.0000000
19/09/18,open,111580.0000000
19/09/18,high,111600.0000000
19/09/18,low,111570.0000000
19/09/18,close,111580.0000000
19/09/18,open,111590.0000000
19/09/18,high,111590.0000000
19/09/18,low,111550.0000000
19/09/18,close,111550.0000000
19/09/18,open,111550.0000000
19/09/18,high,111580.0000000
19/09/18,low,111540.0000000
19/09/18,close,111570.0000000
19/09/18,open,111560.0000000
19/09/18,high,111580.0000000
19/09/18,low,111550.0000000
19/09/18,close,111550.0000000
19/09/18,open,111570.0000000
19/09/18,high,111620.0000000
19/09/18,low,111570.0000000
19/09/18,close,111600.0000000
19/09/18,open,111610.0000000
19/09/18,high,111610.0000000
19/09/18,low,111580.0000000
19/09/18,close,111600.0000000
19/09/18,open,111590.0000000
19/09/18,high,111600.0000000
19/09/18,low,111590.0000000
19/09/18,close,111600.0000000
19/09/18,open,111600.0000000
19/09/18,high,111630.0000000
19/09/18,low,111590.0000000
19/09/18,close,111590.0000000
19/09/18,open,111590.0000000
19/09/18,high,111620.0000000
19/09/18,low,111580.0000000
19/09/18,close,111610.0000000
19/09/18,open,111610.0000000
19/09/18,high,111610.0000000
19/09/18,low,111600.0000000
19/09/18,close,111610.0000000
19/09/18,open,111610.0000000
19/09/18,high,111610.0000000
19/09/18,low,111600.0000000
19/09/18,close,111600.0000000
19/09/18,open,111600.0000000
19/09/18,high,111620.0000000
19/09/18,low,111580.0000000
19/09/18,close,111610.0000000
19/09/18,open,111610.0000000
19/09/18,high,111650.0000000
19/09/18,low,111610.0000000
19/09/18,close,111630.0000000
19/09/18,open,111630.0000000
19/09/18,high,111700.0000000
19/09/18,low,111620.0000000
19/09/18,close,111650.0000000
19/09/18,open,111670.0000000
19/09/18,high,111750.0000000
19/09/18,low,111660.0000000
19/09/18,close,111670.0000000
19/09/18,open,111670.0000000
19/09/18,high,111740.0000000
19/09/18,low,111660.0000000
19/09/18,close,111740.0000000
19/09/18,open,111710.0000000
19/09/18,high,111710.0000000
19/09/18,low,111680.0000000
19/09/18,close,111710.0000000
19/09/18,open,111710.0000000
19/09/18,high,111710.0000000
19/09/18,low,111680.0000000
19/09/18,close,111690.0000000
19/09/18,open,111680.0000000
19/09/18,high,111690.0000000
19/09/18,low,111650.0000000
19/09/18,close,111650.0000000
19/09/18,open,111660.0000000
19/09/18,high,111660.0000000
19/09/18,low,111630.0000000
19/09/18,close,111630.0000000
19/09/18,open,111630.0000000
19/09/18,high,111640.0000000
19/09/18,low,111580.0000000
19/09/18,close,111610.0000000
19/09/18,open,111600.0000000
19/09/18,high,111600.0000000
19/09/18,low,111570.0000000
19/09/18,close,111600.0000000
19/09/18,open,111590.0000000
19/09/18,high,111640.0000000
19/09/18,low,111590.0000000
19/09/18,close,111630.0000000
19/09/18,open,111640.0000000
19/09/18,high,111660.0000000
19/09/18,low,111630.0000000
19/09/18,close,111660.0000000
19/09/18,open,111630.0000000
19/09/18,high,111630.0000000
19/09/18,low,111610.0000000
19/09/18,close,111610.0000000
19/09/18,open,111610.0000000
19/09/18,high,111620.0000000
19/09/18,low,111560.0000000
19/09/18,close,111560.0000000
19/09/18,open,111570.0000000
19/09/18,high,111650.0000000
19/09/18,low,111560.0000000
19/09/18,close,111650.0000000
19/09/18,open,111650.0000000
19/09/18,high,111700.0000000
19/09/18,low,111630.0000000
19/09/18,close,111690.0000000
19/09/18,open,111680.0000000
19/09/18,high,111700.0000000
19/09/18,low,111660.0000000
19/09/18,close,111660.0000000
19/09/18,open,111660.0000000
19/09/18,high,111690.0000000
19/09/18,low,111660.0000000
19/09/18,close,111690.0000000
19/09/18,open,111690.0000000
19/09/18,high,111690.0000000
19/09/18,low,111670.0000000
19/09/18,close,111690.0000000
19/09/18,open,111690.0000000
19/09/18,high,111720.0000000
19/09/18,low,111690.0000000
19/09/18,close,111710.0000000
19/09/18,open,111710.0000000
19/09/18,high,111810.0000000
19/09/18,low,111710.0000000
19/09/18,close,111790.0000000
19/09/18,open,111790.0000000
19/09/18,high,111810.0000000
19/09/18,low,111740.0000000
19/09/18,close,111750.0000000
19/09/18,open,111760.0000000
19/09/18,high,111810.0000000
19/09/18,low,111740.0000000
19/09/18,close,111750.0000000
19/09/18,open,111740.0000000
19/09/18,high,111740.0000000
19/09/18,low,111700.0000000
19/09/18,close,111700.0000000
19/09/18,open,111700.0000000
19/09/18,high,111760.0000000
19/09/18,low,111700.0000000
19/09/18,close,111760.0000000
19/09/18,open,111760.0000000
19/09/18,high,111770.0000000
19/09/18,low,111720.0000000
19/09/18,close,111750.0000000
19/09/18,open,111760.0000000
19/09/18,high,111770.0000000
19/09/18,low,111730.0000000
19/09/18,close,111740.0000000
19/09/18,open,111740.0000000
19/09/18,high,111780.0000000
19/09/18,low,111720.0000000
19/09/18,close,111770.0000000
19/09/18,open,111770.0000000
19/09/18,high,111800.0000000
19/09/18,low,111760.0000000
19/09/18,close,111790.0000000
19/09/18,open,111780.0000000
19/09/18,high,111800.0000000
19/09/18,low,111750.0000000
19/09/18,close,111800.0000000
19/09/18,open,111810.0000000
19/09/18,high,111850.0000000
19/09/18,low,111800.0000000
19/09/18,close,111810.0000000
19/09/18,open,111820.0000000
19/09/18,high,111940.0000000
19/09/18,low,111820.0000000
19/09/18,close,111940.0000000
19/09/18,open,111930.0000000
19/09/18,high,111940.0000000
19/09/18,low,111850.0000000
19/09/18,close,111850.0000000
